account,avg_pnl_Extreme Fear,avg_pnl_Extreme Greed,avg_pnl_Fear,avg_pnl_Greed,avg_pnl_Neutral,win_rate_Extreme Fear,win_rate_Extreme Greed,win_rate_Fear,win_rate_Greed,win_rate_Neutral,style,delta_avg_pnl_Fear_minus_Greed
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,0.0,0.0,996.4390687373736,0.0,0.0,0.0,0.0,0.5656565656565656,0.0,0.0,contrarian,996.4390687373736
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,-80.30258597260274,0.0,388.20472620861676,-572.5534634428572,0.0,0.0,0.0,0.46485260770975056,0.3,0.0,contrarian,960.7581896514739
0x083384f897ee0f19899168e3b1bec365f52a9012,,0.0,502.5393430183988,-151.06668729865774,,,0.0,0.43709597215315765,0.412751677852349,,contrarian,653.6060303170566
0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,744.2691298,15.37158361904762,-235.5043166097561,0.0,0.0,0.8,0.6857142857142857,0.12195121951219512,0.0,contrarian,250.87590022880372
0x4f93fead39b70a1824f981a54d4e55b278e9f760,44.69982236231884,-193.20307489208633,137.32733815936254,42.472732260935146,143.6752890522388,0.42028985507246375,0.2565947242206235,0.4581673306772908,0.24283559577677225,0.44776119402985076,contrarian,94.8546058984274
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,,3.326141600000001,72.58791467460317,5.077966515151515,0.0,,0.2,0.3888888888888889,0.34710743801652894,0.0,contrarian,67.50994815945165
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,,49.214969619047615,27.97014311111111,0.0,,,0.8095238095238095,0.6111111111111112,0.0,,contrarian,27.97014311111111
0x8477e447846c758f5a675856001ea72298fd9cb5,5.064931595121951,11.182301033628319,4.841095520317146,-16.034146370212767,1.82696389,0.1951219512195122,0.45486725663716815,0.333994053518335,0.2723404255319149,0.27,contrarian,20.875241890529914
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,,,7.517044740442656,-5.435656145092461,,,,0.176056338028169,0.2332859174964438,,contrarian,12.952700885535117
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,7.359550413793103,4.257005703821656,9.228772481203007,5.525543882933709,6.742115231818182,0.22413793103448276,0.27070063694267515,0.35789473684210527,0.36530324400564174,0.32272727272727275,contrarian,3.7032285982692983
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,,11.443635530364375,9.952623548863636,39.340427890625,0.0,,0.30364372469635625,0.38522727272727275,0.984375,contrarian,1.4910119815007388
